Week End,Season,Measure,Age Group,Race/Ethnicity,Sex,Population Size,Count,Percent
11/04/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Latinx,All Sexes,165753,2394,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,1,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,70,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,149,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,243,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,338,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,443,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,529,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,570,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,0,
09/23/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,249,
09/30/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,519,
10/07/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,912,
10/14/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,1319,
10/21/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,1563,
10/28/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,1587,
11/04/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,1605,
09/16/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"White, non-Latinx",All Sexes,195561,26,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"White, non-Latinx",All Sexes,195561,1193,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"White, non-Latinx",All Sexes,195561,2529,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"White, non-Latinx",All Sexes,195561,4244,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"White, non-Latinx",All Sexes,195561,6021,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"White, non-Latinx",All Sexes,195561,7452,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"White, non-Latinx",All Sexes,195561,8014,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"White, non-Latinx",All Sexes,195561,8268,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,449,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,15756,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,32240,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,54374,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,76443,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,94887,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,104583,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,108391,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,223,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,8317,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,16666,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,27765,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,38697,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,47763,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,52357,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,54196,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,29,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,764,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,1563,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,2729,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,3850,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,4783,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,5227,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,5368,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,14,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,404,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,879,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,1639,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,2427,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,3160,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,3516,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,3669,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,21,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,749,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,1591,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,2784,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,4109,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,5357,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,5934,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,6216,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,7,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,212,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,412,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,709,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,938,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,1309,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,1661,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,1795,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,1,
09/23/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,525,
09/30/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,1048,
10/07/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,1834,
10/14/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,2599,
10/21/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,2947,
10/28/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,3001,
11/04/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,3049,
09/16/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"White, non-Latinx",All Sexes,294073,151,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"White, non-Latinx",All Sexes,294073,5663,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"White, non-Latinx",All Sexes,294073,11173,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"White, non-Latinx",All Sexes,294073,18070,0.1
10/14/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"White, non-Latinx",All Sexes,294073,24774,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"White, non-Latinx",All Sexes,294073,30207,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"White, non-Latinx",All Sexes,294073,33018,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"White, non-Latinx",All Sexes,294073,34099,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,All Race/Ethnicities,All Sexes,463141,169,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,All Race/Ethnicities,All Sexes,463141,5272,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,All Race/Ethnicities,All Sexes,463141,10910,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,All Race/Ethnicities,All Sexes,463141,18670,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,All Race/Ethnicities,All Sexes,463141,26375,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,All Race/Ethnicities,All Sexes,463141,32882,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,All Race/Ethnicities,All Sexes,463141,36869,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,All Race/Ethnicities,All Sexes,463141,38303,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,20,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,340,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,711,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,1225,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,1691,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,2123,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,2359,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,2433,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,18,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,672,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,1437,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,2949,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,4558,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,5938,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,6736,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,7088,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,21,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,647,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,1371,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,2478,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,3775,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,4988,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,5759,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,6034,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,6,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,84,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,197,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,348,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,497,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,763,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,1071,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,1174,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,4,
09/23/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,212,
09/30/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,455,
10/07/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,792,
10/14/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,1144,
10/21/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,1291,
10/28/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,1308,
11/04/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,1323,
09/16/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"White, non-Latinx",All Sexes,144840,100,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"White, non-Latinx",All Sexes,144840,3317,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"White, non-Latinx",All Sexes,144840,6739,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"White, non-Latinx",All Sexes,144840,10878,0.1
10/14/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"White, non-Latinx",All Sexes,144840,14710,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"White, non-Latinx",All Sexes,144840,17779,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"White, non-Latinx",All Sexes,144840,19636,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"White, non-Latinx",All Sexes,144840,20251,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,65+ yrs,All Race/Ethnicities,All Sexes,350550,191,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,65+ yrs,All Race/Ethnicities,All Sexes,350550,6520,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,65+ yrs,All Race/Ethnicities,All Sexes,350550,14525,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,65+ yrs,All Race/Ethnicities,All Sexes,350550,25493,0.1
10/14/2023,2023-2024,UpToDate_2023_2024,65+ yrs,All Race/Ethnicities,All Sexes,350550,35285,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,65+ yrs,All Race/Ethnicities,All Sexes,350550,43882,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,65+ yrs,All Race/Ethnicities,All Sexes,350550,49271,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,65+ yrs,All Race/Ethnicities,All Sexes,350550,51125,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,8,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,385,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,813,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,1432,0.1
10/14/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,2018,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,2578,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,2866,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,2954,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,33,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,1232,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,2832,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,5469,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,8265,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,10791,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,12339,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,12962,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Latinx,All Sexes,68645,30,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Latinx,All Sexes,68645,770,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Latinx,All Sexes,68645,1804,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Latinx,All Sexes,68645,3194,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Latinx,All Sexes,68645,4484,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Latinx,All Sexes,68645,5681,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Latinx,All Sexes,68645,6404,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Latinx,All Sexes,68645,6669,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Other, non-Latinx",All Sexes,6531,7,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Other, non-Latinx",All Sexes,6531,120,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Other, non-Latinx",All Sexes,6531,273,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Other, non-Latinx",All Sexes,6531,506,0.1
10/14/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Other, non-Latinx",All Sexes,6531,698,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Other, non-Latinx",All Sexes,6531,1061,0.2
10/28/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Other, non-Latinx",All Sexes,6531,1563,0.2
11/04/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Other, non-Latinx",All Sexes,6531,1701,0.3
09/16/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,3,
09/23/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,155,
09/30/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,394,
10/07/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,724,
10/14/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1010,
10/21/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1158,
10/28/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1169,
11/04/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1178,
09/16/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"White, non-Latinx",All Sexes,126840,110,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"White, non-Latinx",All Sexes,126840,3858,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"White, non-Latinx",All Sexes,126840,8409,0.1
10/07/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"White, non-Latinx",All Sexes,126840,14168,0.1
10/14/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"White, non-Latinx",All Sexes,126840,18810,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"White, non-Latinx",All Sexes,126840,22613,0.2
10/28/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"White, non-Latinx",All Sexes,126840,24930,0.2
11/04/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"White, non-Latinx",All Sexes,126840,25661,0.2
09/16/2023,2023-2024,UpToDate_2023_2024,65-74 yrs,All Race/Ethnicities,All Sexes,210964,117,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,65-74 yrs,All Race/Ethnicities,All Sexes,210964,3948,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,65-74 yrs,All Race/Ethnicities,All Sexes,210964,8564,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,65-74 yrs,All Race/Ethnicities,All Sexes,210964,14939,0.1
10/14/2023,2023-2024,UpToDate_2023_2024,65-74 yrs,All Race/Ethnicities,All Sexes,210964,20667,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,65-74 yrs,All Race/Ethnicities,All Sexes,210964,25531,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,65-74 yrs,All Race/Ethnicities,All Sexes,210964,28466,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,65-74 yrs,All Race/Ethnicities,All Sexes,210964,29552,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,75+ yrs,All Race/Ethnicities,All Sexes,139586,74,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,75+ yrs,All Race/Ethnicities,All Sexes,139586,2572,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,75+ yrs,All Race/Ethnicities,All Sexes,139586,5961,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,75+ yrs,All Race/Ethnicities,All Sexes,139586,10554,0.1
10/14/2023,2023-2024,UpToDate_2023_2024,75+ yrs,All Race/Ethnicities,All Sexes,139586,14618,0.1
